headword,pos,level,sentence,source_grammar_lesson_id
shoal,noun,C2,The divers had their boat guided through the hidden shoal.,181
mortify,verb,B2,Have you ever been so embarrassed that it would mortify you to even think about it now?,162
taxi,noun,A1,one taxi - two taxis,25
succumb,verb,C2,She refused to succumb to despair.,170
whale,noun,B1,The diver spoke to the whale.,128
hug,noun,B2,Did anyone give you a hug?,172
contextually,adverb,C1,This statement is contextually relevant to our ongoing discussion.,5
pump,noun,B1,The mechanic found the flat tire needed a new pump.,128
transitional,adjective,B1,This transitional period felt longer than usual.,127
contact,verb,A2,What can we do to contact the company?,87
idol,noun,B1,Did she admire that pop star as her idol?,133
are,be-verb,A1,These apples are red.,24
displace,verb,B2,"That massive construction project will displace many families from their homes, won't it?",165
repertoire,noun,B2,She has just added a new song to her repertoire.,160
uninteresting,adjective,B1,He used to find the history lessons quite uninteresting.,178
except,preposition,A2,Everyone can join the game except for you.,100
sample,noun,A2,This cake sample tastes better than that biscuit sample.,109
superintendent,noun,B2,The entire building's renovation has been approved by the superintendent.,166
landing,noun,B2,The expensive rug has finally been laid on the landing.,166
dressed,adjective,A2,I'm not dressed yet.,73
humid,adjective,B1,It felt very humid when we walked outside that morning.,119
anybody,pronoun,A1,Does anybody want tea?,59
urban,adjective,B2,The city council has brought about significant improvements to the urban landscape.,149
sake,noun,A2,I can paint the room myself for goodness' sake.,101
boiling,adjective,B2,They intend to continue their search despite the boiling weather.,167
negatively,adverb,B2,"The new policy has negatively impacted employee morale, so we won't be allowed to implement it without further discussion.",142
repression,noun,B2,The artist felt the weight of the nation's repression in his work.,150
contest,verb,C1,What kind of argument did they contest?,23
absurd,adjective,B2,"This whole situation sounds completely absurd, doesn't it?",165
gorge,noun,B2,They plan to hike through the deep gorge tomorrow.,168
mutter,noun,B2,No one heard my muttered complaint.,157
instinctively,adverb,C1,"When is silence broken? - Instinctively, the cat pounced.",159
cooking,noun,A2,"In case the cooking is very spicy, I will get some milk.",104
measure,noun,B1,That measure helped us all.,129
peacefully,adverb,B2,The old man slept peacefully in his armchair.,150
rule,verb,B2,She has never ruled a country before.,161
quantity,noun,B1,We needed a large quantity of supplies.,127
married,adjective,A2,He can't help his wife because they are married.,85
requisition,noun,C2,Do you have any requisition forms for the new supplies?,172
expect,verb,A2,I expect I can finish this by tomorrow.,84
official,adjective,A2,The committee can't make an official decision yet.,85
philanthropy,noun,C2,His generous philanthropy is often recognized by the community.,144
too,adverb,A1,What has he got too?,18
estimate,verb,B1,We estimated the cost last week.,127
coat,noun,A1,How much coat do you have?,34
residence,noun,B2,The old university residence had been empty for years.,151
indolent,adjective,C2,My brother's indolent habits mean his chores are always done by someone else.,144
experiment,noun,B1,The team's experiment cost a lot of money.,116
sundial,noun,B1,"That wasn't a sundial in the garden, it was a bird bath.",134
given,adjective,A2,"Given the good weather, we will go to the park.",78
cloth,noun,A1,I don't use that cloth.,49
consume,verb,B1,I didn't consume much food yesterday.,132
a.m./A.M./am/AM,adverb,A1,One alarm rings at 7 a.m.,24
heel,noun,B1,What did she wear on her heel?,135
persuasive,adjective,B1,The speaker's words were very persuasive.,130
diameter,noun,B1,We didn't measure the exact diameter of the ball.,132
performance,noun,A2,We are watching the band's performance now.,72
dusty,adjective,B1,I felt the dusty book on the shelf.,120
salivate,verb,C1,The thought of a perfectly cooked steak doesn't make my mouth salivate as much as the aroma of freshly baked bread does.,110
which,pronoun,A1,"What is it, which is red?",8
come,verb,A1,Whose turn does it come?,62
chart,noun,A2,"After they finish the progress chart, they will have a meeting.",105
above,adjective,B1,Did you read the article mentioned above?,133
suggest,verb,A2,Who must help? Mum can suggest the best way.,94
vegetarian,adjective,B1,She didn't become a vegetarian last month.,132
teaching,noun,B1,"She was a dedicated teacher, and her teaching inspired many students.",122
hugely,adverb,B2,"She has been hugely influential in our team's success, hasn't she?",165
demolish,verb,B2,The old factory will be able to demolish next month.,141
point,verb,A2,What must we point out?,93
help,verb,A1,He helps his mother cook.,57
format,noun,B1,The new book format felt strange.,126
ozone,noun,B2,"We've learned about the protective ozone layer in science class, haven't we?",165
prompt,adjective,B2,I've just received a prompt reply to my email.,160
whilst,conjunction,C1,"The artist who painted this striking landscape, whilst also excelling in portraiture, has recently opened a new exhibition.",175
whichever,determiner,B1,She chose whichever dress she liked best.,124
millimeter/millimetre,noun,B2,"She continued measuring, ensuring every cut was within a millimeter.",170
sew,verb,A2,I must sew a button on my shirt.,94
affordable,adjective,B2,We will have to find an affordable place to live.,140
jewel,noun,B1,She found a forgotten jewel in her old box.,127
autonomously,adverb,C2,The new robot was designed to operate autonomously.,153
execute,verb,B2,We will be able to execute the plan effectively.,141
celebrate,verb,A1,We haven't got a cake to celebrate.,11
cat,noun,A1,Where does the cat sleep?,61
nonsense,noun,B1,He spoke such nonsense that I didn't understand anything.,124
metric,adjective,B2,The new initiative felt a significant metric difference in sales.,150
admiration,noun,B1,She watched the dancer with admiration after he finished his difficult routine.,114
useless,adjective,B1,"Did you find those old instructions, or were they useless?",133
necklace,noun,B1,She wore a beautiful necklace yesterday.,115
bolt,noun,B2,The window must have been secured with a heavy bolt; it's impossible to budge.,177
fascinate,verb,B1,The old books fascinated him for hours yesterday.,125
fortnight,noun,B1,She was a student for a fortnight.,122
stream,noun,B1,We woke to the sound of a stream nearby.,128
obligation,noun,B2,I felt an obligation to bring the forgotten umbrella.,152
polysyllabic,adjective,C2,The professor will have to explain that polysyllabic word again.,140
blister,noun,C1,The hike left me with a painful blister.,148
influential,adjective,B2,He has been influential in shaping the company's future.,141
hysterical,adjective,C2,He grew hysterical when the news was sung to him.,152
candle,noun,B1,That wasn't the candle I bought last week.,134
quarter,noun,A1,I live in the first quarter.,52
regulate,verb,B2,The traffic lights will regulate the flow of vehicles at the intersection.,146
twitch,noun,C1,He felt a slight twitch in his left eye after the long flight.,120
lap,noun,B2,What did you do after the race finished? - I sat down in the winner's lap.,163
east,adjective,A2,We can travel to the east coast.,84
lie,noun,B1,The lie that he told was very obvious.,175
dream,noun,A1,He has a dream.,14
frame,verb,B2,Have you framed the painting yet?,162
wing,noun,B1,The bird folded its wing.,127
mango,noun,B2,The table must have had a mango on it; I can still smell its sweetness.,177
daydream,verb,C1,I didn't daydream during the crucial board meeting.,132
receipt,noun,A2,I won't give you the receipt again.,79
intersection,noun,B2,The road was blocked for hours at the main intersection.,145
engrossing,adjective,C1,"She finished reading the book, finding it truly engrossing.",170
momentary,adjective,B2,The sudden silence felt like a momentary pause before the storm had sung its final note.,152
recycle,verb,A2,We mustn't forget to recycle our plastic bottles.,91
gram/gramme,noun,A2,"I will measure out the flour myself, just one gramme at a time.",101
pastoral,adjective,B2,She loves reminiscing about her childhood spent in a pastoral setting.,170
guide,verb,B1,"He guided you through the city last summer, didn't he?",138
slang,noun,B2,That informal slang expression isn't used much anymore.,157
able,adjective,B1,She was able to drive home by herself.,122
deterrent,noun,C2,"The increased security measures acted as a deterrent, didn't they?",165
radium,noun,B2,The scientist brought a small sample of radium to the laboratory.,149
liquid,noun,B1,The plant grew tall after it drank the liquid.,130
memorial,noun,B2,A beautiful stained-glass memorial was hung in the church.,152
welfare,noun,B2,"The government has introduced new measures to improve public welfare, haven't they?",165
babysit,verb,B1,My sister will babysit my children tonight.,180
magic,noun,A2,That was the magic trick with the most surprising outcome.,108
bankrupt,verb,B2,His risky investments eventually bankrupted him.,152
swap,noun,C1,Let's do a quick swap of these tasks so we can both finish by lunch.,180
triangle,noun,B2,We will have to form a triangle to solve this geometric problem.,140
